Image;code postal;Commune;Nom;Adresse;Contact mail;Contact téléphonique;Site internet;Réseau social Facebook;Réseau social Twitter;Réseau social Youtube;Texte descriptif;Etat;Typologie;Type innovation;XY;Horaires
;94300;Vincennes;Cowork in the City;27 rue des Laitières;;;;;;;;existant;Innovation sociale et sociétale;Coworking;48.847711,2.423604;
;75010;Paris 10e;Crèche collective Léon Schwartzenberg;6 rue Léon Schwartzenberg;;;;;;;Crèche pilote dans la démarche écolo crèche généralisé par la suite.;existant;Expérimentation;Experimentation Immeubles résilients et durables;;
;75013;Paris 13e;Réinventer Paris -  Poterne des Peupliers;rue Sainte-Hélène;;;http://www.reinventer.paris/fr/sites/1237-poterne-des-peupliers-13e.html;;;;;projet;Fabrique du projet;Montages innovants;48.819703,2.352;
;93200;Saint-Denis;Studios du Lendit;16 rue André Campra;;;;;;;;existant;Nouvelles économies et industries;Immobilier productif;48.937781,2.361634;
;75014;Paris 14e;Conservatoire du 14è;2 impasse Vandal;;;;;;;Conservatoire municipal et de bureaux administratifs;projet;Innovation dans les usages;Immeuble pluriel;;
;93100;Montreuil;ICI Montreuil;135 boulevard de Chanzy;;;;;;;;existant;Nouvelles économies et industries;;48.858996,2.425827;
;75020;Paris 20e;Piscine Davout;134 boulevard Davout;;;;;;;Montages innovantes CREM (conception réalisation entretien maintenance) qui permet de donner à un opérateur privé la gestion, exploitation du site avec des tarifs municipaux. La piscine Davout , entre les portes de Montreuil et Bagnolet, sera dotée de deux bassins de 25 m, l'un sportif (6 lignes d'eau), l'autre ludique (4 lignes).;projet;Fabrique du projet;Montages innovants;;
;75020;Paris 20e;Porte de Vincennes - Lot G1;boulevard carnot, long square Delaporte;;;;;;;;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.8474319762,2.41400163119;
;75019;Paris 19e;Cabaret Sauvage;211 avenue Jean Jaurès;;;;;;;;existant;Innovation sociale et sociétale;Lieux innovants de la culture;;
;75020;Paris 20e;Le Regard du Cygne;210 rue de Belleville;;;;;;;;existant;Innovation sociale et sociétale;Lieux innovants de la culture;;
;93300;Aubervilliers;Parc Icade Les Portes de Paris;43-45 avenue Victor Hugo;;;http://www.icade.fr/references/parcs-icade/icade-portes-paris-aubervilliers-saint-denis-93;;;;"Le Parc Icade Les Portes de Paris s’étend à cheval sur les communes d’Aubervilliers et de Saint-Denis. Il jouit d’une implantation exceptionnelle, aux portes de Paris.
 Il propose près de 70 bâtiments et accueille environ 10 000 salariés. Une vraie ville dans la ville, où est développée une démarche environnementale.";projet;Nouvelles économies et industries;;48.90352,2.37198;
;75020;Paris 20e;Réservoir de Belleville;38 rue du Télégraphe;parisculteurs@paris.fr;;http://www.parisculteurs.paris/fr/sites/1366-reservoir-de-belleville-20e.html;;;;Réserve foncière du réservoir d’eau potable situé 38 rue du Télégraphe et adjacent au cimetière de Belleville, ce site de pleine terre propose une surface d'environ 1 200 m² et présente une excellente exposition. Des travaux préparatoires seront réalisés afin de permettre un accès direct depuis le cimetière, d’assurer les raccordements à l’eau et l’électricité ainsi que la séparation du site mis à disposition avec la zone exploitée du réservoir.;projet;Nouveaux lieux - nouveaux services;Agriculture urbaine;;
;75017;Paris 17e;Velocipaide;38 rue des Apennins;velocip.aide@gmail.com;01 53 31 00 10;http://www.velocipaide.fr/;https://www.facebook.com/velocip.aide/;-;-;Se retrouver pour partager un bon moment autour du vélo. C’est ce que propose Vélocip’aide, un atelier solidaire et participatif du Secours Catholique, de recyclage et de réparation de vélos. Ouvert le samedi selon la disponibilité des bénévoles, c’est l’occasion de lutter contre le gaspillage et de promouvoir l’utilisation du vélo.;existant;Nouvelles formes d’économie « plurielle »;Economie sociale et solidaire;48.891327,2.322715;
;75014;Paris 14e;Château ouvrier;9 Place Marcel Paul;;01 42 79 81 30;http://www.chateau-ouvrier.fr/;;;;"Espace qui agroupe plusieurs projets  parmi eux : « tous connectés » avec un espace numérique gratuit; « agir pour l’emploi marchand et associatif », de l’agriculture urbaine, etc.";existant;Nouvelles économies et industries;Economie sociale et solidaire;;
;94400;Vitry-sur-Seine;foncier économique Domaine Chérioux;4 Route de Fontainebleau;;;;;;;;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.77736,2.367663;
;75010;Paris 10e;Hôpital St Louis;1 avenue Claude Vellafaux;;;;;;;;projet;Innovation sociale et sociétale;Formation, Enseignement Supérieur et Recherche;48.872811,2.369746;
;75020;Paris 20e;La Manufacture111;19 boulevard Davout;info@manufacture111.com;01 40 33 01 36;http://www.manufacture111.com/;https://www.facebook.com/manufacture111/;Manufacture111;-;La manufacture 111 est un centre de création dédié à l’art urbain et contemporain. On y trouve des résidences d’artistes qui collaborent ensemble pour la mise en place de différents événements, que ce soit des expositions temporaires, des performances de live painting ou une programmation dédiée à un jeune public.;existant;Innovation sociale et sociétale;Lieux innovants de la culture et du sport;48.848621,2.411062;
;93120;La Courneuve;Pôle Sup'93;41 avenue Gabriel Péri;;;;;;;;existant;Innovation sociale et sociétale;Lieux innovants de la culture et du sport;48.927029,2.389272;
;75013;Paris 13e;ENSAM Halle 1 et 2;151 boulevard Hopital;communication@ensam.eu;01 44 24 62 76;http://www.ensam.eu/;https://www.facebook.com/AMParisTech;AM_ParisTech;https://www.youtube.com/user/ARTSETMETIERSCOM;Depuis 2013,  l’École Nationale Supérieur d’Arts et Métiers accueille deux halles de recherche accueillant chacune un laboratoire et des espaces d'expérimentation liés aux entreprises. Dans la Halle 1 se trouve le Laboratoire Conception de Produit et Innovation, tandis que la Halle 2 accueille un laboratoire de Biomécanique.;existant;Innovation sociale et sociétale;Formation, Enseignement Supérieur et Recherche;48.833663,2.357506;
;75018;Paris 18e;Foncier sous le périphérique;Porte de la Chapelle;;;;;;;;projet;Innovation dans les usages;Espaces insolites;48.900232,2.358628;
;94270;Le Kremlin-Bicêtre;Galerie Grand Sud;36 avenue de Fontainebleau;;;;;;;;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.813887,2.360947;
;75018;Paris 18e;Institut des Cultures d'Islam;56 rue Stephenson;;;;;;;;existant;Innovation sociale et sociétale;Lieux innovants de la culture;;
;75012;Paris 12e;Pavillon d Maroc;45 bis avenue de la Belle Gabrielle;;;http://next.paris.fr/pro/df-fiscalite-des-entreprises/les-concessions-de-la-ville-de-paris/presentation-des-sites-et-lieux-d-exception/rub_9536_dossier_156597_port_27265_sheet_26501;;;;Appel à idées Pavillons.  Site non occupé;existant;Fabrique du projet;Montages innovants;;
;93120;La Courneuve;Archives Diplomatiques;3 rue Suzanne Masson;;;;;;;;existant;Innovation sociale et sociétale;Formation, Enseignement Supérieur et Recherche;48.923359,2.3851839999999997;
;75020;Paris 20e;Équipements sportifs;;;;;;;;;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;;
;94250;Gentilly;Ilot des Bains-Douches;25 rue du Val de Marne;;;;;;;;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.809693,2.348905;
;75014;Paris 14e;Piscine du stade Élisabeth;7 avenue paul appell;;;;;;;Montages innovantes CREM (conception réalisation entretien maintenance) qui permet de donner à un opérateur privé la gestion, exploitation du site avec des tarifs municipaux. Dotée d'un bassin pour la nage (25 m, 6 lignes) et un pour l'apprentissage;projet;Fabrique du projet;Montages innovants;;
;94400;Vitry-sur-Seine;Port des Ardoines;;;;;;;;;projet;Nouvelles économies et industries;Plateformes logistiques;;
;93200;Saint-Denis;Hôtel venteprivée.com;angle rue du Landy et de l'avenue du stade de France;;;;;;;;projet;Innovation dans les usages;;;
;75014;Paris 14e;Immeuble hybride Julia Bartet;10 rue Julia Bartet-rue Garamont;;;;;;;Programme comportant une résidence sociale pour jeunes travailleurs, un centre de formation pour apprentis, et de nouveaux locaux pour accueillir les Restos du Cœur ou la Halle alimentaire proposé par la Mairie du 14è. La Mairie du XIVe très demandeuse d’un projet alimentaire/restauration sur ce site. Enveloppe de 1 million pour travaux d’investissements.  Intérêt pour un projet cuisine/formation/restauration.;projet;Innovation dans les usages;Immeuble pluriel;48.825705,2.302471;
;75014;Paris 14e;Piscine Aspirant-Dunand;20 Rue Saillard;;;;;;;Expérimentation pour récupérer  la chaleur des égouts pour chauffer la piscine;existant;Experimentation;Performance énergétique;48.831841,2.326736;
https://opendata.paris.fr/api/v2/catalog/datasets/arc_innovation/files/a040771267e5786496045a7e3db3343a;75019;Paris 19e;Repair Café Paris;53 Rue Riquet;-;-;http://repaircafeparis.fr/;https://www.facebook.com/Repair-café-Paris-340638079389211/;RepairCafeParis;https://www.youtube.com/user/RepairCafeNederland;Réparer au lieu de jeter. Au cours de rencontres ouvertes à tous, des outils et du matériel sont mis à disposition afin d'opérer toutes les réparations possibles et imaginables. Des experts réparateurs sont sollicités pour encadrer et accompagner bénévolement les réparateurs en herbe (électriciens, couturières, menuisiers, réparateurs de bicyclettes, etc.).;existant;Nouvelles formes d’économie « plurielle »;Economie sociale et solidaire;48.889405,2.369526;
;93430;Villetaneuse;UiSPC;99 avenue jean-Baptiste Clement;;;;;;;;projet;Innovation sociale et sociétale;Formation, Enseignement Supérieur et Recherche;48.956595,2.338335;
;75012;Paris 12e;V'île Fertile;45 bis avenue de la Belle Gabrielle;vilefertile@gmail.com;;http://www.vilefertile.paris/;https://www.facebook.com/Vile.fertile;;;Micro-ferme maraîchère associative, elle permet une production collective de  légumes frais, sains, décarbonés, en tirant partie des ressources organiques de la ville et en les vendant  au détail sur place.;existant;Experimentation;Agriculture urbaine;;
;75018;Paris 18e;Crèche à Petits Pas;Créche Impasse du Gué;;;;;;;Permettre aux parents sans emploi de la crèche d'accéder à une activité professionnelle. Pour réussir cette insertion, l'association mobilise en interne un salarié IEPC (gestionnaire des crèches à horaires atypiques dont 50% des places sont réservés à des enfants dont les parents sont à la recherche d'un emploi) spécialisé dans les techniques de recherche d'emploi qui sera le référent des parents.  Expérimentation à réaliser pendant 2016 (pendant 1 an);projet;Experimentation;Nouveaux services;;
;75019;Paris 19e;Halle Rouvray;62 quai de la Marne;reinventer.laseine@paris.fr;;http://www.reinventerlaseine.fr/;;;;Réinventer la Seine. Le site de la Halle de Rouvray est mitoyen du Parc de La Villette, à proximité de la grande Halle de la Villette et non loin de la Cité de la musique, de la Philharmonie, du Zénith et de la Cité des sciences et de l’industrie. Il est composé d’un ensemble de bâtiments, édifiés en 1936 à usage d’ateliers et de magasin pour le Service des Canaux et utilisés comme tels jusqu’en 1995.  Aujourd’hui, un 1er bâtiment a été réhabilité pour reloger le Service des Canaux en 2010, les deux bâtiments restants : l’atelier de métallerie et celui de menuiserie, font l’objet du présent appel à projet.;projet;Fabrique du projet;Montages innovants;;
;75014;Paris 14e;Passerelle du Cambodge;entre CIUP et Gentilly;;;;;;;;projet;Innovation dans les usages;Espaces insolites;;
;93100;Montreuil;Site EIF;97 rue Pierre de Montreuil;;;;;;;;existant;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.856759,2.42906;
;93100;Montreuil;Unisson;49 rue Ernesto Savart;ingrid.avot@gmail.com;;;;;;UNISSON est une association d’habitants qui regroupe un collectif de 6 familles. La réalisation de cet habitat participatif, livré en 2014, intègre un bailleur social (Habitats Solidaires). Avec des familles d’horizon, de parcours et de revenus différents, ce projet met en son cœur la mixité sociale dans son programme : 3 logements en accession libre, et 3 autres en habitat social, en accession sociale (PSLA) et en locatif social (PLAI).;existant;Fabrique du projet;Montages innovants;;
;93230;Romainville;Biocitech;102 avenue Gaston Roussel;;;;;;;;projet;Nouvelles économies et industries;Plateformes, incubateurs;48.894316,2.43211;
;75013;Paris 13e;Gymnase Glacière;121 rue de la glacière;parisculteurs@paris.fr;;http://www.parisculteurs.paris/fr/sites/1374-gymnase-glaciere-13e.html;;;;"APP Parisculteurs. Conçu pour être un terrain de jeux, le toit du gymnase Glacière n'est actuellement pas utilisé en raison des nuisances sonores que sa fréquentation pourrait engendrer. Cet espace d’environ 800 m² est donc destiné à accueillir un projet n’entrainant pas de nuisances sonores importantes. Le site est fortement visible par les résidences alentours.
 Le gymnase jouxte une cour d’école.";projet;Nouveaux lieux - nouveaux services;Agriculture urbaine;;
;75013;Paris 13e;Halle Carpentier;81 boulevard Massena;;;;;;;Sport de proximité;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.820839,2.368247;
;75019;Paris 18e;Halle fret et pépinière logistique - Terrasse jardin;57 rue de la Chapelle;;;;;;;Halle Sogaris. 10 000 m² de toiture accessible doivent enfin  accueillir un équipement sportif  (4000 m²) et de l’agriculture urbaine (6000 m²);projet;Innovation dans les usages;Immeuble pluriel;48.895051,2.3592269999999997;
;94800;Villejuif;Ilot La Redoute;;;;;;;;;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;;
;75012;Paris 12e;Jardin d'Agronomie Tropicale;45 bis avenue de la Belle Gabrielle;-;-;http://www.vincennes-tourisme.fr/Decouvrir/Bois-de-Vincennes-et-ses-alentours/Le-Jardin-d-Agronomie-Tropicale;https://www.facebook.com/pages/Jardin-dAgronomie-Tropicale/151092934968491?fref=ts;-;-;Situé en bordure du Bois de Vincennes, le site promeut une gestion douce et écologique des plantes principalement endémiques à l’Île-de-France. Il accueille aujourd’hui le Centre de coopération internationale en recherche agronomique pour le développement ainsi que d’autres laboratoires de recherche innovants.;existant;Innovation sociale et sociétale;;48.833239,2.467592;
;75013;Paris 13e;Maison Internationale du Séjour;Rue Maryse Bastié prolongée;;;;;;;Le projet de la MIS englobe un ensemble immobilier, réparti en trois bâtiments adjacents et comprenant 4 programmes différenciés.  Le plot 1 héberge une résidence étudiante de 163 logements. Le plot 2 est une résidence sociale offrant 85 logements consacrés aux « jeunes actifs » et 35 logements pour étudiants – soit un total de 120 logements + 1 logement de fonction. Le plot 3 est une résidence d’hébergement de loisir à vocation sociale de 145 chambres hôtelières (290 lits) +  un logement de fonction.  Un centre d’animation implanté au rez-de-chaussée des plots 2 et plots 3 sera ouvert à tous les résidents et conjuguera des espaces d'accueil, de réunions et d'animations ouverts sur le quartier.;existant;Innovation dans les usages;Immeuble pluriel;;
;75020;Paris 20e;Porte de Vincennes - Lot E;rue Willemetz;;;;;;;"Occupants potentiels: ""ESAT (Établissement et Service d’Aide par le Travail)"", École d’enseignement supérieur, Antenne IUT Paris Descartes";projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.867606,2.391841;
;93000;Bobigny;Bâtiments - parc de la Bergère;Chemin latéral / Cité Administrative 2;reinventer.laseine@paris.fr;;http://www.reinventerlaseine.fr/fr/sites/1317-batiments-parc-de-la-bergere-93.html;;;;Réinventer la Seine. A la croisée des projets d'aménagement des territoires de l'Ourcq et du centre-ville de Bobigny. Ce parc de 15ha constitue un jalon essentiel de la trame verte du canal de l'Ourcq, à mi-parcours entre le parc de la Villette et le parc de la Poudrerie. L'objectif est d'en faire, à terme, une centralité verte incontournable, ouverte sur la ville et le canal, proposant une offre innovante d'activités et de services adaptés aux nombreux habitants et salariés, actuels et à venir. Il se situe en effet au cœur d'une zone d'intense développement urbain. Trois bâtiments à l'intérieur du parc ont aujourd'hui été ciblés afin d'être réhabilités pour y accueillir de nouveaux services contribuant à faire vivre ce nouveau parc urbain pour tous les publics: le bâtiment K, le garage départemental et le mille-club.  Une fois la stratégie du projet de réaménagement stabilisée, ses conclusions viendront préciser les bâtiments éligibles et les grands axes de leur vocation.;projet;Fabrique du projet;Montages innovants;;
;93400;Saint-Ouen;CAP Saint-Ouen;5, rue Paul-Bert;;;;;;;L'immeuble qui abrite actuellement une quarantaine de petites entreprises audiovisuelles, Internet, de communication ou de sérigraphie.;existant;Nouvelles économies et industries;Plateformes, incubateurs;48.903066,2.3402060000000002;
;75013;Paris 13e;Centre Mandapa;6 rue Wurtz;;;;;;;;existant;Innovation sociale et sociétale;Lieux innovants de la culture;;
;94200;Ivry-sur-Seine;Cotlisame;22 rue Pierre et Marie Curie;;;;;;;;projet;Nouvelles économies et industries;Fablab;48.814708,2.374281;
;93500;Pantin;Friche rue Paul Bert;8 rue Paul Bert;;;;;;;;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.888167,2.413078;
;93400;Saint-Ouen;Halle Alstom;rue Frida Khalo;;;;;;;;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.91398,2.330289;
;93500;Pantin;La Réserve des Arts;53 rue Cartier Bresson;;;;;;;La Réserve des Arts est une association qui récupère des rebuts et chutes de matériaux dans les entreprises avant de les redistribuer aux professionnels de la création. Elle permet ainsi de réduire les déchets, soutenir le secteur culturel et son action sociale sur le territoire, et promouvoir le réemploi dans le cadre d’une économie circulaire;existant;Innovation sociale et sociétale;;48.902306,2.400056;
;93400;Saint-Ouen;OCP Finance;12 rue Anselme;;;;;;;;existant;Nouvelles économies et industries;Plateformes, incubateurs;48.909307,2.335709;
;93500;Pantin;Pantin Distribution Bâtiment/Saint-Gobain;;;;;;;;;existant;Nouvelles économies et industries;Plateformes logistiques;;
;75012;Paris 12e;Agriculture urbaine;28 rue de Charenton;;;;;;;Dans le Centre Nationale d'ophtalmologie des quinze-vingts;projet;Innovation dans les usages;Agriculture urbaine;48.851265,2.372213;
;93200;Saint-Denis;Cité du cinéma;20 RUE AMPERE;;;;;;;;existant;Nouvelles économies et industries;Immobilier productif;48.921453,2.337975;
;94270;Le Kremlin-Bicêtre;Epitech Innovation Hub;24 rue Pasteur;;;;;;;;existant;Nouvelles économies et industries;;48.815423,2.363357;
;75018;Paris 18e;Halle Pajol;Esplanade Nathalie Sarraute;;;http://www.halle-pajol.fr/;;;;La Halle Pajol accueille sur sa toiture la deuxième plus grande centrale solaire photovoltaïque urbaine en France. La Halle Pajol héberge aujourd'hui une bibliothèque municipale, une Auberge de Jeunesse de 330 lits, des salles de séminaire et de spectacle, une boutique design, une épicerie américaine, un coffee shop, un bar-restaurant concept, un fablab et d'autres structures.;existant;Innovation dans l'architecture;Immeubles résilients et durables;;
;75019;Paris 19e;Paris Terrain de jeux - Jardin dit « des Briques;Parc de la Villette;;;http://www.paris.fr/terraindejeux;;;;Paris Terrain de jeux. Terrain de golf pédagogique avec restauration légère;projet;Innovation sociale et sociétale;Espaces insolites;48.877055,2.3878209999999997;
;94800;Villejuif;PRECAN IGR;;;;;;;;;projet;Nouvelles économies et industries;Plateformes, incubateurs;;
https://opendata.paris.fr/api/v2/catalog/datasets/arc_innovation/files/3842efdb81e4d579d05486c9f1f2a00e;75012;Paris 12e;Siga Siga;181 avenue Daumesnil;contact@laboutiquesansargent.org;07 82 78 91 87;http://laboutiquesansargent.org/;https://www.facebook.com/laboutiquesansargent;BoutiqueSansArg;-;Entrer dans l’aventure du gratuit. C’est ce que propose l’association La Boutique sans argent avec le Siga-Siga, un lieu de don collaboratif où chacun peut venir déposer les objets dont il n’a plus besoin ou venir en récupérer gratuitement, pour leur donner une seconde vie.;existant;Nouvelles formes d’économie « plurielle »;Economie sociale et solidaire;48.840392,2.392467;
;75013;Paris 13e;Tour M6B2;8-12, avenue de France;;;;;;;Grande tour végétalisée de 17 étages, dotés de balcons filants en plein ciel, culminera à 50 mètres ! Elle abritera des logements sociaux et des commerces en rez-de-chaussée.;projet;Innovation dans les usages;Nouveaux modes d’habiter;48.830734,2.376612;
;75019;Paris 19e;Bd Périphèrique ouvrage d'art;3 PL AUGUSTE BARON;;;;;;;Inscrit dans le budget participatif, le « Périphériques Ouvrages d'Arts »  consiste à transformer, par des interventions artistiques ou paysagères, des espaces dégradés et peu avenants autour du boulevard périphérique, notamment les passages situés sous cet ouvrage d'art. Leur traitement pourra faire appel à divers modes d'expression artistique : mise en lumière, peinture des parois, projections et murs d'écrans, fresques ou bas-reliefs, arts numériques, marquage... Trois premiers sites sont envisagés : porte de la Villette, passage de l’Ourcq et porte de Clichy.;projet;Innovation dans les usages;Espaces insolites;;
;75018;Paris 18e;CIA Norvins;24 rue Norvins;;;;;;;;existant;Innovation sociale et sociétale;Lieux innovants de la culture;;
;94400;Vitry-sur-Seine;Gare au Théâtre;13 RUE PIERRE SEMARD;;;;;;;;existant;Innovation sociale et sociétale;;48.800181,2.403114;
;75019;Paris 19e;La Pop;46 Quai de la Loire;;;;;;;;existant;Innovation sociale et sociétale;Lieux innovants de la culture;;
;75020;Paris 20e;Le Tarmac;159 avenue Gambetta;;;;;;;;existant;Innovation sociale et sociétale;Lieux innovants de la culture;;
;93200;Saint-Denis;Parc Icade Les Portes de Paris;50 avenue du Président Wilson;;;http://www.icade.fr/references/parcs-icade/icade-portes-paris-aubervilliers-saint-denis-93;;;;"Le Parc Icade Les Portes de Paris s’étend à cheval sur les communes d’Aubervilliers et de Saint-Denis. Il jouit d’une implantation exceptionnelle, aux portes de Paris.
 Il propose près de 70 bâtiments et accueille environ 10 000 salariés. Une vraie ville dans la ville, où est développée une démarche environnementale.";projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.904447,2.358991;
;75014;Paris 14e;Paris Innovation Santé Cochin (extension);24 rue du Faubourg Saint-Jacques;;;;;;;;projet;Nouvelles économies et industries;Plateformes, incubateurs;48.837455,2.338516;
;93100;Montreuil;Piscine écologique des Hauts de Montreuil;rue maurice Bouchor;;;;;;;Composée par un système des plants pour traiter l’eau sans utilisation de chlore.;projet;Innovation dans l'architecture;Immeubles résilients et durables;48.86467,2.466077;
;75020;Paris 20e;Secteur Python Duvernois;;;;;;;;;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.8612438719,2.41094841884;
;75017;Paris 17e;Crèche collective Chrisrtine de Pisan;30 rue Christine de Pisan;;;;;;;Crèche pilote dans la démarche écolo crèche généralisé par la suite.;existant;Expérimentation;Experimentation Immeubles résilients et durables;;
;75020;Paris 20e;Cuisine Mode d'Emploi;7 rue Albert Marquet;;;http://www.cuisinemodemplois.com/;https://www.facebook.com/pages/Cuisine-Mode-demploi-S-/680041652067534?fref=ts;;;Le centre de formation aux métiers de la restauration et de la boulangerie offre une formation courte et gratuite alliant connaissances théoriques et pratique en conditions réelles pour les demandeurs d'emploi et personnes en reconversion professionnelle. Thierry Marx fait également partie des membres fondateurs du Collège Culinaire de France et des Disciples d'Escoffier.;existant;Innovation sociale et sociétale;Nouveaux espaces de formation et d’enseignement;;
;75019;Paris 19e;Glazart;7-15 avenue de la porte de la Villette;;;;;;;;existant;Innovation sociale et sociétale;Lieux innovants de la culture;;
;75019;Paris 19e;Habitat participatif;16 rue Armand Carrel;;;http://www.habitatparticipatifparis.fr/appelaprojet/lesparcelles/16ruearmandcarrel19e/;;;;Appel à projets qui traduit la volonté de la Ville de Paris de développer l’habitat participatif dans le cadre de sa politique de l’habitat.;projet;Fabrique du projet;Participation et concertation;48.882708,2.379811;
;93300;Aubervilliers;Manufacture d'allumettes;124 rue Henri-Barbusse;;;;;;;;existant;Nouvelles économies et industries;Immobilier productif;48.910713,2.39127;
;93500;Pantin;Maison Revel;56 avenue Jean-Jaurès;;;;;;;;existant;Innovation sociale et sociétale;Nouveaux modes de commercer;48.902672,2.391297;
;75013;Paris 13e;Réinventer Paris - Ancien Conservatoire;21 rue Albert Bayet;;;http://www.reinventer.paris/fr/sites/1238-ancien-conservatoire-13e.html;;;;;projet;Fabrique du projet;Montages innovants;48.831189,2.358283;
;93200;Saint-Denis;Hôtel d'entreprises;place du Front Populaire;;;;;;;;projet;Nouvelles économies et industries;;;
https://opendata.paris.fr/api/v2/catalog/datasets/arc_innovation/files/41c5567608dc8cc60d657f852d699656;75017;Paris 17e;Ilea Lab;24 rue des Epinettes;contact@ilea.fr;09 50 05 19 19;http://www.ilea.fr/;https://www.facebook.com/IleaLab/;IleaLab;-;Ilea Lab est un incubateur spécialisé dans la création de services innovants pour les PMI et PME, qui peut vous conseiller, vous former et vous aider dans la recherche de financements. Avec ses deux open spaces de co-working, et une équipe prête à échanger ses compétences et à promouvoir l’entraide, c’est l’espace idéal pour lancer votre start-up.;existant;Innovation sociale et sociétale;Coworking;48.895187,2.3225540000000002;
;75019;Paris 19e;Porte de Pantin;Boulevard Sérurier;;;;;;;;projet;Innovation dans les usages;Utilisation éphémère;48.882797,2.398163;
;93300;Aubervilliers;Villa Mais d'Ici;77 RUE CITES;;;;;;;;existant;Innovation sociale et sociétale;Lieux innovants de la culture et du sport;48.854576,2.347583;
;75020;Paris 20e;Le jardin sur le toit;89-91 rue des Haies;fspuhler@asso-lafayetteaccueil.fr;06 45 24 54 62;http://www.jardinons-ensemble.org/spip.php?article234;https://www.facebook.com/Jardin-sur-le-toit-1007069105992453/;-;-;Jardin collectif, solidaire et partagé situé sur le toit du gymnase des Vignoles, l’association La Fayette Accueille y reçoit des riverains ainsi que des personnes en parcours d’insertion.  Vous y trouverez des parcelles pédagogiques, une ruche, un abri collectif ainsi qu’une zone de compost.;existant;Innovation dans les usages;Agriculture urbaine;48.85394,2.402208;
;75018;Paris 18e;coworking rue Marx Dormoy;73 rue Marx Dormoy;;;;;;;Projet d’espace de co-working porté par le CROUS un espace mêlant étudiants et entrepreneurs.;projet;Innovation sociale et sociétale;Coworking;;
;93120;La Courneuve;Halle Babcock;rue Emile Zola;;;;;;;;projet;Nouvelles économies et industries;;48.922152,2.388578;
;75019;Paris 19e;Le Cube - Toit vivant;12 RUE JEAN Quarre;babylone@villeresiliente.org;;https://villepermaculturelle.wordpress.com/babylone/;;;;À travers l'agriculture urbaine, l'économie circulaire et en abordant autrement les questions alimentaires, le Cube propose des alternatives à la fois sociales, économiques et environnementales. Le Cube est un espace d'expérimentation collaboratif ouvert sur le quartier et ses habitants grâce auquel les habitants deviendront ainsi ré-inventeurs et coproducteurs de leur quartier en expérimentant concrètement des projets articulés autour de la nature en ville.;projet;Innovation dans les usages;Agriculture urbaine;48.876816,2.396738;
;75018;Paris 18e;Coopérative La Louve;116 rue de Poissoniers;info@cooplalouve.fr;;http://dons.cooplalouve.fr/;https://www.facebook.com/CoopLaLouve;;;Groupement d'achat et coopérative alimentaire, futur supermarché coopératif et participatif à Paris;existant;Nouvelles économies et industries;Nouvelles formes d’économie « plurielle »;;
;94200;Ivry-sur-Seine;Coworking;1 rue André Voguet;;;;;;;;existant;Innovation sociale et sociétale;Coworking;48.819359,2.374091;
;75020;Paris 20e;L'Accorderie du Grand Belleville;126 boulevard de Belleville;belleville@accorderie.fr;01 43 66 76 07;http://www.accorderie.fr/parisbelleville/;-;-;-;Les accorderies proposent un système d’échanges de services solidaires entre habitants d’un même territoire. Chaque accordeur met à la disposition des autres ses compétences et savoir-faire, sous la forme d’offres de services. Chaque échange est ensuite comptabilisé dans une banque de temps, chaque accordeur se voyant attribuer un compte avec débit (service rendu) et crédit (service offert).;existant;Nouveaux services;Espaces mutualisés de services;48.871659,2.377542;
;94300;Vincennes;Maison des solidarités espace entreprises;70 rue de Fontenay;;;;;;;;projet;Nouvelles formes d’économie « plurielle »;Economie sociale et solidaire;48.84795,2.440926;
;94400;Vitry-sur-Seine;Hôtel d'entreprises;rue Descartes;;;;;;;;projet;Nouvelles économies et industries;;48.846252,2.348968;
;75012;Paris 12e;Mairie du 12è;130 avenue Daumesnil;anne-gaelle.baptiste@paris.fr;;;;;;Expérimentation pour développer des réseaux de capteurs urbains pour mesurer des indicateurs énergétiques (électricité et eau et confort thermique);existant;Experimentation;Mesure d’indicateurs énergétiques;48.841108,2.388319;
;75014;Paris 14e;Maison des pratiques artistiques Broussais;100 rue Didot;;01 79 97 86 00;http://www.mpaa.fr/MPAA-Broussais;https://www.facebook.com/pages/Maison-des-Pratiques-Artistiques-Amateurs/111603975590876;;;Studio de danse, salles de théâtre, grand atelier et salle de spectacles pluridisciplinaires, galerie d’exposition, mur à peindre occupant l’ancienne chaufferie de l'hôpital Broussais;existant;Nouveaux lieux - nouveaux services;Espaces insolites;;
